pt_graph cpue_kghour
45 418.104831492066
45 418.104831492066
45 418.104831492066
45 418.104831492066
45 0
45 16.2976506140842
45 16.2976506140842
45 46.407466436374
45 46.407466436374
45 0.35674348165933
45 0.208960843373494
45 0.208960843373494
45 0.208960843373494
45 0.0174595094736627
45 0.164514798479691
45 0.120625281164897
45 0.152874349264149
45 0
45 0
45 0
45 0.160325333507038
45 0.160325333507038
45 0
45 28.3919163700434
45 28.3919163700434
45 28.3919163700434
45 7.92034892865881
45 0
45 0
45 0
45 0.77906543442073
45 0.77906543442073
45 0
45 0
45 0
45 1.0345236079077
45 18.8755115600355
45 18.8755115600355
45 18.8755115600355
63 418.104831492066
63 418.104831492066
63 418.104831492066
63 418.104831492066
63 0
63 16.2976506140842
63 16.2976506140842
63 46.407466436374
63 46.407466436374
63 0.35674348165933
63 0.208960843373494
63 0.208960843373494
63 0.208960843373494
63 0.0174595094736627
63 0.164514798479691
63 0.120625281164897
63 0.152874349264149
63 0
63 0
63 0
63 0.160325333507038
63 0.160325333507038
63 0
63 28.3919163700434
63 28.3919163700434
63 28.3919163700434
63 7.92034892865881
63 0
63 0
63 0
63 0.77906543442073
63 0.77906543442073
63 0
63 0
63 0
63 1.0345236079077
63 18.8755115600355
63 18.8755115600355
63 18.8755115600355
130 418.104831492066
130 418.104831492066
130 418.104831492066
130 418.104831492066
130 0
130 16.2976506140842
130 16.2976506140842
130 46.407466436374
130 46.407466436374
130 0.35674348165933
130 0.208960843373494
130 0.208960843373494
130 0.208960843373494
130 0.0174595094736627
130 0.164514798479691
130 0.120625281164897
130 0.152874349264149
130 0
130 0
130 0
130 0.160325333507038
130 0.160325333507038
130 0
130 28.3919163700434
130 28.3919163700434
130 28.3919163700434
130 7.92034892865881
130 0
130 0
130 0
130 0.77906543442073
130 0.77906543442073
130 0
130 0
130 0
130 1.0345236079077
130 18.8755115600355
130 18.8755115600355
130 18.8755115600355
133 418.104831492066
133 418.104831492066
133 418.104831492066
133 418.104831492066
133 0
133 16.2976506140842
133 16.2976506140842
133 46.407466436374
133 46.407466436374
133 0.35674348165933
133 0.208960843373494
133 0.208960843373494
133 0.208960843373494
133 0.0174595094736627
133 0.164514798479691
133 0.120625281164897
133 0.152874349264149
133 0
133 0
133 0
133 0.160325333507038
133 0.160325333507038
133 0
133 28.3919163700434
133 28.3919163700434
133 28.3919163700434
133 7.92034892865881
133 0
133 0
133 0
133 0.77906543442073
133 0.77906543442073
133 0
133 0
133 0
133 1.0345236079077
133 18.8755115600355
133 18.8755115600355
133 18.8755115600355
